_input,_num,_widgetName,_source,_resultNumber,_pageUrl,subject,content,author,date
,131,Affinio_blog_content,Affinio_blog_content,131,http://www.affinio.com/blog/what-pizza-brands-do-americans-love-most,What Pizza Brands Do Americans Love Most?,Affinio’s data has been used by many people for many things but none of them have asked the ultimate question to our algorithms until now. Who’s eating pizza and where do they buy it? This is probably one of the most important questions in business because we live in an unprecedented period of human history where few things are certain except that there will always be people and they will always want pizza. According to Franchise disclosure documents Americans eat an average of 100 acres of pizza every day which equates to roughly 250 slices every second. Pizza sales are roughly $40 billion a year which is approximately 17% of all restaurants in the US. With the goal of finally cracking who’s eating which pizza we used Affinio to analyze the Twitter audiences of @dominos @papajohns @pizzahut @littlecaesars @chuckecheese @papamurphys and @giordanospizza. Affinio analyzed 197687 people and found 13 distinct audience personas then measured the relevance of each pizza brand to each segment. It’s important to note that our algorithms analyzed 100% of people in these audiences by looking at their network connections this means we are able to map everyone's interests even if they’ve never tweeted about pizza before. Audience segments found: After reviewing each audience segment we found that a few segments contained people we refer to as “equal opportunity pizza enthusiasts” meaning they had no clear preference between brands. The other segments specifically the Teen Pizza Fans Conservative Christians WWE fans and Coupon Moms were selective with their pizza and had clear favorites. Conservative Christian Pizza Preferences: WWE Fan Pizza Preferences: Teen Pizza Preferences: Coupon Moms Pizza Preferences: When we normalized the audiences to adjust for the difference in total audience size Chuck E. Cheese’s was the most relevant to Couponing Moms yet the least relevant to Teen Pizza Fans which may suggest that they are tired of going with their mothers and would much rather grab some Pizza Hut with their friends. Papa John’s and Papa Murphy’s dominate the Conservative Christians segment (Maybe the names with “Papa” in them resonate best with their strong family values) while both Pizza Hut and Domino’s flop big time in this segment. The WWE fans segment is the most balanced of the four reviewed with Giordano’s and Little Caesar’s pulling ahead of the pack. Insights such as these allow brand and agencies to understand how they stack against their competitors in key segments. If Chuck E’ Cheese wanted to conquest against Pizza Hut to win back the Teens who love pizza segment they could use Affinio to find the most relevant celebrities to these teens and cast them in their next campaign. Affinio also provides a list of the most popular TV shows to any audience segment. This would help Chuck E. Cheese know which shows and networks they should be advertising on if they want to win back pizza loving teens. They could also review the most relevant content to these teens allowing them to understand the topics content accounts and even emojis that matter most. Finally they could use Affinio’s Tailored Audiences to push ads to these pizza-loving teens on Twitter (Instagram and Pinterest ad targeting coming soon!) Interested in learning more?,Brian,August 26 2015
,132,Affinio_blog_content,Affinio_blog_content,132,http://www.affinio.com/blog/radio-isnt-dead-using-social-data-to-understand-listener-personas,Radio isn't dead: Using social data to understand listener personas,Radio is a fantastic medium. I spent six happy years in the Irish radio market and I count this time as being both the bedrock to my career and some of the best times of my life. Radio is a passion to both those who listen and those who work in it. It has the unique property of being accessible anywhere and has survived the digital age better than its other traditional rivals. It is relatively cheap to produce and is somewhat of a cultural icon in certain countries. The one area where radio is let down is in its audience measurement and insights. The antiquated sampling is the lifeblood of the industry yet it is based on the paradigm of consumer research rather than the consumer reality brought about with the age of data. Anecdotal evidence from the station’s social producers and insight from traditional social listening programmes only give a small snapshot of what is actually going on in these audiences. Both are entirely dependent on delivering insights from what people say on social. These sample sizes provide only a glimpse into any audience. It does not give the whole picture and the outdated methodology does not give you an up to date picture of what is going on now. Radio needs to understand its audiences better it needs to understand who their audiences are and what they are talking about on a more regular basis than once a quarter. On average only 10% of a Twitter audience is posting and engaging regularly while the majority are silent “lurkers.” That means that companies are basing their social strategies on a small minority of users. Affinio looks at 100% of the audience and starts to understand who they are by the social graph who they have connection and affinity with. Using Affinio we analyzed the audience of @kissfmuk one of London’s top radio stations. The ~524k followers were segmented into niche tribes based on their interests and similarities as seen below on the social graph. It was particularly interesting to find that 8% of @kissfmuk’s audience were passionate ‘Football Fans.’ Here’s how these users self describe: Top 100 relevant accounts Top used hashtags: Top mentioned accounts: Top 10 most favorited tweets: My next single is called #PlayGround Featuring @iAmShakka RT & Fav 😆 pic.twitter.com/W3hntaDtBA — #PLAYGROUND (@LethalBizzle) July 10 2015 I'm very excited to announce that Hammond May and I have signed a deal with .@AmazonVideo — Jeremy Clarkson (@JeremyClarkson) July 30 2015 Biggest honour of my career so far being captain of this great football club. Thank you for all your support #YNWA — Jordan Henderson (@JHenderson) July 10 2015 One last dream in my career come true. I am excited about the next chapter in my life with @ManUtd. pic.twitter.com/aWnz9mnuD8 — Basti Schweinsteiger (@BSchweinsteiger) July 12 2015 #mufc has reached an agreement with Bayern Munich to sign Bastian Schweinsteiger. More: http://t.co/NCru8O7KVU pic.twitter.com/DT8T5QYS4T — Manchester United (@ManUtd) July 11 2015 #mufc is also pleased to announce @SchneiderlinMo4 has joined from Southampton. #WelcomeMorgan pic.twitter.com/SqDQXS35Xd — Manchester United (@ManUtd) July 13 2015 Yes yes ... Team 🏆👏 I want more successful!!! pic.twitter.com/QJaQ3MM3vs — Alexis Sánchez (@Alexis_Sanchez) August 2 2015 It's Saturday. That Saturday. A Saturday with MOTD at the end of it. Oi Oi! — Gary Lineker (@GaryLineker) August 8 2015 Happy to start the season with a win vs Arsenal. Great team performance and great support from the fans. #COYI #WHU ⚽️😆 — Ox (@Reeceoxford_) August 9 2015 I want to thank Manchester United fans for all the love during those 8 years. pic.twitter.com/1YBVEorKZq — Rafael da Silva (@orafa2) August 3 2015 In looking at the entire audience radio stations can see which of its “tribes” of people with similar interests and affinities like what music which musicians are the biggest influencers what the main topic of conversation has been over the past 30 days how they describe themselves and what differs their audiences from their rivals. They will be able to have a holistic data-driven view of their audience in real time and be able to market their promotions products and services to these audiences in a much more relevant and accountable way. Radio has embraced the social revolution well and it is the most socially integrated medium by far. Most shows have Twitter and Facebook accounts and will often utilise the social technologies to enhance the show and connect with the customers. Social and radio compliment each other well and are a potent mix for advertisers. So in understanding the social audience you can gain real insight on the overall radio audience. Social has already had a massive impact on radio a positive one too. The next step is real understanding of their social audience and the monetisation and utilization of that data to make a better advertising platform for their partners and a more relevant and engaging brand for their consumers.,Philip Macartney,August 13 2015
,133,Affinio_blog_content,Affinio_blog_content,133,http://www.affinio.com/blog/what-the-cool-kids-on-instagram-care-about,What the cool kids on Instagram care about,Do you know what’s cool in 2015? The trends today evolve so quickly it's hard to keep up with them. Being the cool kid was easier before social networks now you are competing with the coolest people from around the world. So as a 'cool kid wannabe' (or a brand who wants to know the latest) how do you stay on top? With Instagram rolling out their ads platform marketers and advertisers really need to know what's going on in various audience segments if they are going to build and serve targeted content that performs. To help you out we started by analyzing 982K followers Supreme New York to better understand what's cool. Why Supreme? Supreme has been one of the driving forces in contemporary fashion since opening their first store on Lafayette Street in 1994. Part skateboarding part hip-hop all awesome and street Supreme oozes 2015 cool and has worked with the likes of Tyler the Creator Lady Gaga Kate Moss Lou Reid Mike Tyson Jeff Koons and even Kermit the Frog. (Kate Moss for Supreme) Using Affinio Supreme's audience was segmented into 16 distinct tribes allowing us to review each and find the tribe of trendsetters whose lives on Instagram revolve around being as cool and trendy as possible. Here are the top 200 relevant accounts for cool kids on Instagram: Here's the top used terms and emojis in 'cool kid' profiles: Here's the top used terms and emojis in 'cool kid' comments: A sample of popular content with cool kids: 😩😂😂😂 A video posted by Chester Copperpot (@_londons_very_own_ken) on Jun 16 2015 at 11:43pm PDT SREMM LIFE 🔥💯 Turn on my notifications 😏 A photo posted by Kayden Stephenson (@kingkayden) on May 24 2015 at 9:58pm PDT : The excellent PUMA X STAMPD R698 DESERT STORM editions are one of the nicest takes on the silhouette yet and drop this weekend. - Link directly from our bio for stockists. - #👊🏼🎉 #thedropdate #puma #stampd #R698 - A photo posted by @thedropdate on Jun 16 2015 at 2:19am PDT 🌅 A photo posted by Thomas Jack (@thomasjackmusic) on May 31 2015 at 7:08pm PDT Wchodzimy do lasu🌲 Tracimy zasięg📡 ⚫️BlvckMagic⚫️ A photo posted by Snapchat: Magic.Town (@magictown) on May 20 2015 at 5:50am PDT Backside.tv @n.tigaev #ciay #livery 🐤💥💨💨💨 A photo posted by CIAY™/Official page (@ciay) on Jun 1 2015 at 6:12am PDT Adidas 'Stan Smith' Premium 🙏🏻 pure-white faux-snakeskin leather with dazzling hits of gold and silver. Available now at #par5milano and soon online! #adidasoriginals#stansmith#gold#silver A photo posted by PAR➎MILANO (@par5milano) on Jun 3 2015 at 8:09am PDT "FLYKNIT FEELS" Thanks @careaux for the amazing illustration. #Flyknit #FlyknitRacer #FlyknitDaily @flyknitdaily @flyknitclub @flyknitheat A photo posted by Jono Parker (@parker) on Mar 9 2015 at 10:37pm PDT There are two core components to building and serving an ad - content and targeting. Rather than spraying ads at people who might be interested in a topic Affinio allows advertisers to build lists of high-affinity users based on interests and affinities ensuring that the right people see the right ad. In addition to targeting Affinio can also help marketers and creatives come up with content that will perform best within a niche. We do this by extracting and presenting all the top performing content within a specific niche providing a cheat sheet or mood board of everything that's hot within the audience you are trying to target. Want to learn more about our audience segmentation content insights and affinity targeting?,Brian,June 22 2015
,134,Affinio_blog_content,Affinio_blog_content,134,http://www.affinio.com/blog/how-twitter-tailored-audiences-transformed-affinios-audience,How Twitter Tailored Audiences transformed Affinio's audience,Back in November we wrote a case study about how we were using our own platform to gain inbound leads through Twitter Tailored Audiences. Since then we have seen great success using this method to bring in highly qualified leads and connect with industry leaders. A short recap of what we did: We identified Digital Strategists as a target market for Affinio. Through our platform we identified a tribe of people that fit our target. We then used our 'look alike' modeling to identify 200000 people that were similar to this tribe based on their relationships and affinities. They didn't need to say that they worked in the area of Digital Marketing based on their Social DNA we were able to assume that they did. We then uploaded this list to Twitter Tailored Audiences and placed highly targeted ads. Check out this post for a more detailed explanation. While this is successful for connecting us with potential customers over the last few months we noticed something else happening. We periodically analyze our own audience and noticed a huge change happening over the last few months since we started running these ads. Our influencer landscape was transforming and it is so cool! Affinio is a technology startup located in Halifax Nova Scotia (very east coast of Canada). When we first analyzed our audience we had 250 followers. Here is what our entire audience's influencers looked like then: If you are familiar with the Halifax tech startup scene you'll recognize pretty much everyone here. The top influencers of our followers include our founders some other members of the Halifax Tech Community some incubators and investors other tech companies etc. This shows us that the people interested in us were our local community members but not necessarily our target market. Our ideal customer didn't know that we existed. Let's fast forward to today. This is what the influencers of our current audience look like: Now this is an ideal influencer list. The people or companies that influence our audience today (or who they have top affinity to) are the business leaders and top publishers agencies and companies in the Digital Strategy world. We created an animated demonstration of this evolution over time. The following 2 gifs show the influencers of our audience at 250 500 750 1000 1250 and 1500 followers. In the gif below we see Tim Burke - CEO of Affinio start as a top influencer of our audience and move down the list over time. We also notice those local influencers moving down and completely disappearing. Tim moving down the list of Affinio's audiences Influencers The following shows Ogilvy appear about halfway through and move to the top of the list. We chose to show Ogilvy because back in November's post we noted Ogilvy as a top influencer of our target audience. Olgivy moving up the list of Affinio's audiences Influencers Why is this important? It's not the size of your audience it's who your audience is. We have 1531 followers as of this morning this is not a large audience but it's the right audience. This demonstrates that through using the right targeting and an effective way to reach your target market you are able to get their attention. This also demonstrates the importance of monitoring the changes in your audience when implementing new programs. If you launch a new effort to target your market in addition to other KPIs monitoring how your audience transforms is a key indicator of success. There's no denying that the transformation of our audience's influencer network demonstrates the success or our targeting. The next challenge is engaging this audience but we'll leave that to another day. What are you thoughts about the right audience over the size of your audience? To find out more about how we identified this list to target you can sign up for a demo or feel free to reach out to me on twitter - it would be great to hear from you!,India,March 06 2015
,135,Affinio_blog_content,Affinio_blog_content,135,http://www.affinio.com/blog/top-shared-content-in-digital-strategy-july17th-to-july23rd,Top shared Content in Digital Strategy July 17th - July 23rd,(Photo credit: The Gloss) Affinio specializes in identifying tribes of people with common interests and extracting deep psychographic and cultural insights from these communities. Using our award-winning technology we built a list of the top 50000 digital strategists on Twitter analyzed their tweets and extracted the top shared content between July 17th - July 23rd. Top 10 links shared by digital strategists: FREE Social Media Management Dashboard | Twitter/Facebook Marketing Tool | Commun.it Tweet Jukebox The end of capitalism has begun Forever 21 Unveils a Giant Crazy Machine That Re-creates Your Instagram Photos in Thread Brands Are About to Find Out How Powerful GoPro Videos Can Be The Adweek Creative 100: America's Most Inventive Talent in Marketing Media and Tech 30 Creatives Whose Smart Funny and Innovative Work Keeps Advertising Interesting Here's What the Most Popular Brands' Logos Have in Common Entrepreneurs don't have a special gene for risk-they come from families with money A Note About Our Coverage Of Donald Trump's 'Campaign' Top 10 favorited tweets by digital strategists: Thank you @Twitter for an extraordinary ride. It continues to be much more than a company. #movement — Gabriel Stricker (@gabrielstricker) July 16 2015 Just got this new blue marble photo from @NASA. A beautiful reminder that we need to protect the only planet we have. pic.twitter.com/JQ3174P0LF — President Obama (@POTUS) July 20 2015 Advice about pursuing your life’s work from the man behind @humansofny: http://t.co/P7cOVc2RN2 pic.twitter.com/gsrKZ7nXwc — Indeed (@indeed) July 16 2015 #BlackLivesMatter doesn't mean other lives don't. Like people who say "Save The Rainforests" aren't saying "Fuck All Other Types of Forests" — Matt McGorry (@MattMcGorry) July 18 2015 It's #WorldEmojiDay and we're all 😍😃😂. Check out the best of 🎨🍟😸 on Twitter: https://t.co/LBpHkuiU1g pic.twitter.com/euy6Z8HSB7 — Twitter (@twitter) July 17 2015 Apple results in full: 📱📈🇨🇳📈💻📈 💊📉 📱🇩🇪🇰🇷🇪🇸📈 ⌚️👍🏻❓🕑 🎧❓🕑 💳🇬🇧 💵📈😓 💰💰💰💰💰💰💰💰💸 📺❓🚙❓🚀❓ — Benedict Evans (@BenedictEvans) July 22 2015 #DonaldTrump is like if a Comments Section ran for office. — Barbara Haynes (@barbhaynes) July 18 2015 Unintentionally political things I’m doing in California: • Using Uber • Using Airbnb • Using encryption • Using water — Daniel Lin (@DLin71) July 22 2015 As policy we does not delete typographical errors on Twitter but do correct #investifarted https://t.co/lT5Bz7WP6f https://t.co/x4UGGA3RSE — The Boston Globe (@BostonGlobe) July 17 2015 everyone who has done something impressive remembers someone telling them "that will never work" — Sam Altman (@sama) July 17 2015 Top 20 hashtags in digital strategy: #marketing #socialmedia #startup #seo #business #contentmarketing #mobile #facebook #tech #digital #worldemojiday #leadership #twitter #google #content #startups #iot #design #bigdata #quote Top 20 domains in digital strategy: Digital strategists sourced content from these domains more than any others between July 17th - July 23rd. twitter.com adweek.com businessinsider.com thenextweb.com forbes.com youtube.com inc.com entrepreneur.com techcrunch.com mashable.com theguardian.com hbr.org bloomberg.com huffingtonpost.com theverge.com wsj.com fastcompany.com blog.hubspot.com medium.com fortune.com Are you creating and sharing content to attract a target audience? If so contact us for a demo as we'd love to help you better understand the culture and interests of your ideal customer. Request a demo,Laura Park,July 23 2015
,136,Affinio_blog_content,Affinio_blog_content,136,http://www.affinio.com/blog/identifying-key-personas-in-the-world-of-menswear-on-instagram,Identifying key personas in the world of Menswear on Instagram,Instagram is a driving force in contemporary fashion due to the real-time and highly visual nature of the platform. It has become so important that designers such as Alexander Wang are now creating fashion shows that specifically designed to be shared on Instagram. This makes the exclusive world of designer fashion much more accessible as anyone with a smartphone can now follow the world's best designers and trends all in one place. Instagram also allows consumers to find the best deals on designer fashion as the platform has been adopted by all of the top online fashion retailers. To better understand the current landscape of men's designer fashion we analyzed the 463254 people who follow Mr. Porter on Instagram. Mr. Porter is an award-winning global retail destination for men's style combining the best international menswear with editorial content. The site sells over 300 leading international brands including Alexander McQueen Givenchy Raf Simons Lanvin Loro Piana Maison Kitsune Boglioli A.P.C Beams Plus J.Crew Church’s and Common Projects. 1. Audience segments found within Mr. Porter's IG audience: Most relevant accounts to users following Mr. Porter on IG: 2. Extracting insights from these users Affinio's segmentation groups users into tribes based on their interests and affinities. This means that each group found within an audience contains users who all shares similar passions. This is extremely useful when trying to identify the various personas contained within your (or a competitors) social audience. Once found Affinio extracts insights on who they are how they self-describe and the content they care about most. As an example here's a summary of two tribes found within Mr. Porters Instagram audience. Most relevant accounts to European Menswear Tribe: Most relevant accounts to Streetwear Tribe: Top used hashtags in European Menswear Tribe: Top used hashtags in Streetwear tribe: Top tagged accounts in images by European Menswear Tribe: Top tagged accounts in images by Streetwear tribe: Top used Emoji's in European Menswear Tribe: Top used Emoji's in Streetwear tribe: Popular posts in the European Menswear tribe This space is ideal for relaxation. 👌🏻👍🏻 A photo posted by Men's Fashion Post (@mensfashionpost) on Aug 9 2015 at 11:17pm PDT Check out the new leather bags and other accessories at SuitedMan.com | Outfit details at SuitedManStyle.com | #suitup @SuitedManStyle A photo posted by @suited_man on Aug 11 2015 at 4:31pm PDT Casual sunday coffee moments ☕️ Repost @worldofnolabel ✌️😉 A photo posted by Benjamin (@r3zap3rz) on Jul 12 2015 at 2:07pm PDT GOLD [ | ] BLACK® | A guy tells. A man explains. A gentleman inspires. Have a great Sunday gents! Get your premium accessories now via Link in our Bio or at www.goldblack.de ✔️ #goldblackofficial#goldblack#gldblk#black#essentials#mens#premium#accessories#black#inspo#menswear#mensfashion#croco#gentleman A photo posted by GOLDBLACK® Premium Accessoires (@goldblackofficial) on Aug 1 2015 at 11:20pm PDT 🔸A man buys shoes a gentleman takes care of them🔸👞 #thebespokedudes w/ @eternalshoes.it #goodyear #handmade #derby & @tudorwatch #ranger #tudorwatchitalia #sundayshine A photo posted by The Bespoke Dudes (@fabioattanasio) on Jul 26 2015 at 1:24pm PDT Popular posts in the Streetwear tribe 👟👟👟 #cornerstreet #marseille A photo posted by Merys Berrada 🍉 (@merystache) on Aug 5 2015 at 1:43am PDT 莎朗嘿唷，早安，我們一早來了個霸氣酷炫田園間的你追我跑小約會 A photo posted by @pizzamanyo on Aug 1 2015 at 7:27pm PDT Outcry Tour in Miami tonight. Music starts at 6:30! A photo posted by Trip Lee (@triplee116) on Aug 2 2015 at 12:47pm PDT Where ya ass was at when we took the city over? 🔥 A photo posted by Rancell O'Neal Iglesias (@rancell_) on Jul 19 2015 at 8:56pm PDT Good morning.. Jogjaahhh💀✊🏾 A photo posted by Dion Wiyoko (@dionwiyoko) on Aug 14 2015 at 8:01pm PDT This affinity-based segmentation easily found the tribes of people most likely to buy luxury goods from Mr. Porter. It also provides details on the specific people topics accounts and culture that matter most to these audience members allowing for more informed content and advertising efforts. Affinio data is currently being used by leading brands and agencies to build data driven persona's find and target key audience segments inform content and creative and find key influencers to a niche. Interested in digging deep into an Instagram audience?,Brian,August 19 2015
,137,Affinio_blog_content,Affinio_blog_content,137,http://www.affinio.com/blog/gatorade-and-the-efficiency-of-their-endorsement-dollars,Gatorade and the Efficiency of their Endorsement Dollars,On June 24th an announcement was made that the Montreal Canadiens star defenseman PK Subban joined the extensive list of Gatorade endorsed athletes becoming the newest addition to the Gatorade "team". This news inspired us to run a report on the social audience of Gatorade to look for other professional athletes with high affinity to Gatorade. To start we used Affinio to segment the audience of @Gatorade into niche tribes of people based on their interests and affinities. Affinio analyzes what people follow on Twitter and clusters them together based on the similarities in their following patterns. Gatorade is a performance enhancing sports drink therefore one would assume that the tribes were separated by players and fans of different sports. Sure enough as you can see the majority of Gatorade’s audience is made up of “tribes” of sports fans and athletes including Basketball Football and Soccer tribes and the more generic Running Advocates/Marathoners Skateboarders/Nascar fans and General Aspiring Athletes. What was intriguing to us wasn’t necessarily the sports tribes that we found but rather the ones we expected to see but did not. When you review the content on Gatorade's twitter feed the athletes that were featured the most in Gatorade's advertising were: Peyton Manning (Image source geeksandcleats.com) Serena Williams Tweets by @serenawilliams Bryce Harper Tweets by @Bharper3407 Abby Wambach Tweets by @AbbyWambach Usain Bolt Tweets by @usainbolt Patrick Kane Tweets by @88PKane Jimmie Johnson Tweets by @JimmieJohnson A football player tennis player baseball player soccer player runner hockey player and NASCAR driver. Interestingly enough although Patrick Kane is currently someone who Gatorade is pushing heavily to attract hockey related audiences we were unable to find a sizable subsegment of hockey fans in the report. It’s also important to note that we were unable to find a baseball fan tribe despite Gatorade endorsing Bryce Harper a star in the MLB. All other athletes (excluding Peyton Manning who is not on twitter and Serena Williams) could be found somewhere in top 200 highest affinity accounts for their respective tribes. But the fact that Gatorade is putting major advertising power and money into two well known and respected athletes and their respective sports did not show up as a distinct tribe in the report we found surprising. To further verify that Gatorade is not currently a highly associated brand with the NHL or MLB in the eyes of the Twitter public we ran reports on both major sports organizations to see where Gatorade stacks up. After reviewing these reports Gatorade was not found in the overall top 1000 highest affinity accounts for followers of both the MLB and NHL. So will the new deal with P.K. Subban grow Gatorade’s brand affinity with hockey fans? In terms of our social affinity analysis and given PK’s strong Twitter presence (+640K followers) it would look like this is a solid bet for Gatorade.,Jacob Burke,July 10 2015
,138,Affinio_blog_content,Affinio_blog_content,138,http://www.affinio.com/blog/become-st-patricks-day-craft-beer-expert,A guide to drinking something truly Irish on St. Patrick's day.,If you want to do St. Patrick's day right you need to be drinking something Irish. Beers such as Guinness Harp O'Hara's are all great but to truly experience local Irish beer culture you have to be drinking the work of a master craft brewer. As a Canadian I really enjoy craft beer (Propeller and Tatamagouche are a couple of my favourites) - but I have no idea what's going on in the Irish craft beer world. To quickly come up to speed on the culture of craft beer in Ireland I analyzed beer drinkers in the country to figure out which craft brewing accounts mattered most to them. After reviewing the results I put together a guide to the top 10 accounts on Twitter that you need to follow to become an expert in the world of Irish craft beer. 1. Beoir Tweets by @BeoirOrg 2. EightDegreesBrewing Tweets by @8degreesbrewing 3. GalwayHookerBrewery Tweets by @HookerBrewery 4. Carlow Brewing Co Tweets by @OHarasBeers 5. Metalman Brewing Tweets by @metalmanbrewing 6. Trouble Brewing Tweets by @troublebrewing 7. Dungarvan Brewing Co Tweets by @dungarvanbrewco 8. Against The Grain Tweets by @againstgraindub 9. IrishBeerCiderFest Tweets by @IrishBeerFest 10. Kinnegar Brewing Tweets by @KinnegarBrewing I also created a Twitter list of these 10 accounts to make it easy to become an expert in Irelands craft brewing scene! I hope everyone has a great St. Patrick's day and is able to try some of Irelands top craft beers! Want to learn how I created this list? Check our our 1 minute intro video:,Brian,March 16 2015
,139,Affinio_blog_content,Affinio_blog_content,139,http://www.affinio.com/blog/alex-morgan-first-female-on-ea-sports-cover-and-shouldnt-be-the-last,Alex Morgan: First Female on EA Sports Cover and Shouldn't be the Last,On July 20th Electronic Arts announced that for the first time in history a female athlete will be on the cover of their FIFA 16 video game. In Canada that woman will be Christine Sinclair sharing the spotlight with Lionel Messi. Alex Morgan a member of the US National Women’s 2015 FIFA World Cup Championship team will be sharing the cover with Messi in the United States. EA FIFA is the top selling sports franchise video game in the world with more than 18 million matches of FIFA 15 played per day in the first six months from its release. While some may think that a women being put on an EA Sports cover is not a big deal given the fact that topics such as the gender wage gap in international soccer are currently in discussion and trending worldwide this new image could become another important move in gender equality and the first small steps to filling wage gaps such as these in sports. The news of this cover motivated us at Affinio to run reports on other EA Sports franchises on twitter such as EA Sports NHL and EA Sports NBA Live. With the publicity and attention EA is gaining from this gender equal cover release is it possible they may contemplate doing the same with these other sports game as well? Using Affinio’s algorithms the top 1000 profiles of interest with high affinity to each video game were ranked. In the NHL report there were not any female hockey players to be found in the top 1000. However that wasn’t the case for the second report. Profile No. 388 belonged to Skylar Diggins in the NBA Live report. An American professional basketball player for the Tulsa Shock of the WNBA. Tweets by @SkyDigg4 This spiked our curiosity because NBA Live currently does not include any options in the game that would allow you to play in the WNBA or use teams from that league. But even still people are recognizing a WNBA player to EA’s NBA Live. Using Affinio’s audience insights we then ran a report on EA Sports FIFA’s twitter profile to see where Alex Morgan and Christine Sinclair ranked in top interests for their own respective EA game to compare with the ranking of Skylar Diggins. Alex Morgan was found at profile No. 511 and Christine Sinclair was not in the top 1000. Skylar Diggins ranked higher in her relevance and recognition to her EA sport than Alex Morgan to her own EA game! Therefore if EA was to put Skylar Diggins on the cover of an NBA Live game this could theoretically generate even more interest from EA NBA LIVE audiences than Alex Morgan’s cover currently is from EA FIFA audiences. Granted Electronic Arts has already announced that Russell Westbrook will be the face of the next up and coming NBA Live 16. But if there’s any thought on repeating this dual gender cover in other sporting games in the future are they aware that there is a woman basketball player currently with greater recognition to the NBA Live games than Alex Morgan’s recognition and relevance to the FIFA games? If EA is looking to continue with dual gender covers our affinity data suggests they should seriously consider having this Tulsa Shock point gaurd featured on the front of NBA Live 17. Are you interested in uncovering insights like this?,Jacob Burke,July 24 2015
,140,Affinio_blog_content,Affinio_blog_content,140,http://www.affinio.com/blog/who-is-most-relevant-in-the-greek-credit-crisis,Who is Most Relevant in the Greek Credit Crisis?,The people of Greece awoke Monday to find their banks closed. This followed a weekend of turmoil that started late Friday after Prime Minister Alexis Tsipras made the decision to hold a July 5 referendum on austerity. Many fear that Greece will exit the Euro. While the Greek people rushed to ATMs to capture as much cash as possible the world markets were also taking stock of the late Friday announcement. The Stoxx European Index slid 2.5 percent by 6:57 a.m. (ET) Monday morning and in New York S&P 500 Index futures fell by 1.1 percent. We looked at the use of several Greece crisis related hashtags over the last 30 days to understand who is talking about the crisis and who the most relevant news sources influencers and authorities are. (image source: http://topics.nytimes.com/top/news/international/countriesandterritories/greece/index.html) Audience Details: Date Range: 05.30.15 - 06.29.15 Size: 108065 unique handles Audience Query Source: Tweeted about: (#greececrisis OR #greferendum OR #grexit OR #dimopsifisma OR #syntagma OR #grecia OR #oxi) Locations: Tribes: Most Relevant Twitter User: Yanis Varoufakis is is a political economist professor author and the current finance minister of Greece. Varoufakis has a Relevance score of 21.7/100. Relevance is an Affinio specific score measured out of 100. It considers the interests that are most likely to be relevant to the audience based on affinity audience size and the number of tribe members who already follow the particular account. In this case out of the 108065 unique people that have tweeted about this crisis in the last 30 days Varoufakis is the most important person. Additionally Varoufakis is 328x more likely to be followed by this audience compared to the rest of Twitter. The colored bars under his image indicate that with the exception of the “Bot & Spam” tribe @yanisvaroufakis is a Twitter handle that every single tribe finds relevant. Top 50 Most Relevant News Sources Influencers and Authorities: Handle Relevance Score Followers @yanisvaroufakis 21.7 484000 @tsipras_eu 13.4 135263 @TheEconomist 12.1 9192821 @atsipras 12 224751 @Pablo_Iglesias_ 11.7 1134171 @Reuters 10.8 7482103 @nytimes 10.5 17621919 @ahorapodemos 10.3 659532 @wikileaks 10.1 2616890 @NYTimeskrugman 9.7 1373664 @BBCBreaking 9.6 16242109 @guardian 9.5 3810925 @agarzon 9.1 357004 @iescolar 9.1 511822 @el_pais 9 4389502 @PrimeministerGR 8.9 206480 @jordievole 8.7 1876200 @WSJ 8.5 6601099 @BarackObama 8.4 61153737 @AdaColau 8.4 269207 @BBCWorld 8.3 10417571 @eldiarioes 8.3 368045 @ierrejon 8.2 234952 @ManuelaCarmena 8.2 220599 @_anapastor_ 8.1 1356495 @AP 7.7 5326007 @gerardotc 7.4 181808 @publico_es 7.4 607601 @MonederoJC 7.2 193828 @POTUS 7.2 2967644 @EU_Commission 7.1 419514 @business 7.1 2358635 @washingtonpost 7 4539215 @JunckerEU 6.9 147787 @FT 6.9 1808908 @SpiegelPeter 6.7 56780 @paulmasonnews 6.6 146902 @perezreverte 6.6 1169600 @FinancialTimes 6.5 3571753 @cnnbrk 6.5 27629373 @pnique 6.5 156740 @KostasVaxevanis 6.4 270246 @elmundoes 6.3 1838286 @TeresaRodr_ 6.3 131195 @zerohedge 6.3 258764 @GLlamazares 6.3 245810 @RT_com 6.3 934374 @ecb 6.2 256065 @NewYorker 6.2 5077277,John,June 30 2015
